,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_title_clean,outsourced,employee_residence_gdp,company_location_gdp,employee_latitude,employee_longitude,company_latitude,company_longitude
6362,2023,SE,FT,Research Engineer,157250,US,100,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6363,2023,SE,FT,Data Engineer,212000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6365,2023,SE,FT,Data Engineer,194400,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6366,2023,SE,FT,Data Engineer,132192,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6369,2023,SE,FT,Analytics Engineer,174000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6370,2023,SE,FT,Analytics Engineer,134000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6371,2023,MI,FT,Machine Learning Engineer,38868,ES,100,ES,L,ML Engineer,False,37900,37900,40.463667,-3.74922,40.463667,-3.74922
6372,2023,MI,FT,Data Engineer,152000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6373,2023,SE,FT,Data Developer,144700,US,0,US,M,Data Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6374,2023,SE,FT,Data Developer,85500,US,0,US,M,Data Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6378,2023,MI,FT,Data Analyst,38868,EE,0,EE,M,Data Analytics,False,38700,38700,58.595272,25.013607,58.595272,25.013607
6383,2023,EX,FT,Data Engineer,265800,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6384,2023,EX,FT,Data Engineer,177200,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6385,2023,SE,FT,Data Scientist,222000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6386,2023,SE,FT,Data Scientist,115920,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6387,2023,SE,FT,Machine Learning Engineer,250000,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6389,2023,SE,FT,AI Engineer,64781,ES,100,ES,M,AI Engineer,False,37900,37900,40.463667,-3.74922,40.463667,-3.74922
6390,2023,SE,FT,Data Engineer,284310,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6391,2023,SE,FT,Data Engineer,153090,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6394,2023,SE,FT,Research Scientist,204500,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6395,2023,SE,FT,Research Scientist,142200,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6403,2023,MI,FT,Data Scientist,111000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6404,2023,SE,FT,Data Analyst,213210,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6405,2023,SE,FT,Data Analyst,102434,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6408,2023,SE,FT,Data Scientist,226600,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6409,2023,SE,FT,Data Scientist,140100,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6411,2023,SE,FT,Data Scientist,156400,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6412,2023,SE,FT,Research Engineer,250000,US,0,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6414,2022,EN,FT,Machine Learning Scientist,80000,CA,50,US,S,ML Science,True,47900,63700,56.130366,-106.346771,37.09024,-95.712891
6415,2023,SE,FT,Analytics Engineer,233400,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6416,2023,SE,FT,Analytics Engineer,145300,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6417,2023,SE,FT,Data Engineer,248000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6418,2023,SE,FT,Data Engineer,149000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6419,2023,EN,FT,Analytics Engineer,156450,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6420,2023,EN,FT,Analytics Engineer,119200,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6423,2023,SE,FT,Machine Learning Engineer,185000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6424,2023,SE,FT,Machine Learning Engineer,120250,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6433,2023,MI,FT,Data Science Lead,225000,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6434,2023,MI,FT,Data Science Lead,152700,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6439,2023,SE,FT,AI Scientist,64781,DE,50,DE,L,AI Science,False,54000,54000,51.165691,10.451526,51.165691,10.451526
6442,2023,MI,FT,Data Engineer,139152,US,0,US,L,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6443,2023,MI,FT,Data Engineer,82452,US,0,US,L,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6446,2023,MI,FT,Data Strategist,85000,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6447,2023,MI,FT,Data Strategist,65000,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6448,2023,SE,FT,Data Analyst,139000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6452,2023,EX,FT,Machine Learning Engineer,200000,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6453,2023,EX,FT,Machine Learning Engineer,145000,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6456,2023,SE,FT,Machine Learning Engineer,269500,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6458,2023,EX,FT,Machine Learning Engineer,295500,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6459,2023,EX,FT,Machine Learning Engineer,165200,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6462,2023,MI,FT,ML Engineer,235000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6463,2023,MI,FT,ML Engineer,135000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6466,2023,SE,FT,Analytics Engineer,180000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6467,2023,SE,FT,Analytics Engineer,144000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6468,2023,MI,FT,Data Engineer,49216,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
6469,2023,MI,FT,Data Engineer,43064,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
6472,2023,SE,FT,Data Manager,160667,US,0,US,M,Data Manager,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6474,2023,MI,FT,MLOps Engineer,27568,BR,100,BR,L,MLOps Engineer,False,14600,14600,-14.235004,-51.92528,-14.235004,-51.92528
6479,2023,SE,FT,Data Engineer,304200,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6480,2023,SE,FT,Data Engineer,173800,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6481,2023,MI,FT,Data Science Lead,191765,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6482,2023,MI,FT,Data Science Lead,134326,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6483,2023,SE,FT,Analytics Engineer,173000,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6485,2023,SE,FT,Machine Learning Engineer,258384,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6486,2023,SE,FT,Machine Learning Engineer,153100,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6491,2023,SE,FT,Data Analyst,146200,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6492,2023,SE,FT,Data Analyst,116960,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6495,2023,SE,FT,Data Engineer,370000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6499,2023,SE,FT,Data Specialist,111600,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6500,2023,SE,FT,Data Specialist,72000,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6503,2023,EN,FT,Data Engineer,90000,US,50,CA,L,Data Engineer,True,63700,47900,37.09024,-95.712891,56.130366,-106.346771
6504,2023,MI,FT,Analytics Engineer,90000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6505,2023,MI,FT,Analytics Engineer,84000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6506,2023,MI,FT,Data Engineer,110000,FR,100,FR,M,Data Engineer,False,45000,45000,46.227638,2.213749,46.227638,2.213749
6507,2023,MI,FT,Data Engineer,90000,FR,100,FR,M,Data Engineer,False,45000,45000,46.227638,2.213749,46.227638,2.213749
6509,2023,MI,FT,Data Engineer,70000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6514,2023,SE,FT,Data Scientist,253000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6516,2023,EN,FT,Data Integration Specialist,115000,CA,0,CA,M,Data Integration Specialist,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6517,2023,EN,FT,Data Integration Specialist,85000,CA,0,CA,M,Data Integration Specialist,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6522,2023,SE,FT,Data Science Consultant,145900,US,0,US,M,Data Science Consultant,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6524,2023,SE,FT,Business Intelligence Analyst,127000,US,100,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6525,2023,SE,FT,Business Intelligence Analyst,95000,US,100,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6526,2023,EN,FT,Data Analyst,94600,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6527,2023,EN,FT,Data Analyst,86000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6528,2023,SE,FT,Data Engineer,72000,BR,100,BR,M,Data Engineer,False,14600,14600,-14.235004,-51.92528,-14.235004,-51.92528
6529,2023,SE,FT,Data Engineer,60000,BR,100,BR,M,Data Engineer,False,14600,14600,-14.235004,-51.92528,-14.235004,-51.92528
6531,2023,SE,FT,Data Scientist,104000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6540,2023,SE,FT,Data Engineer,173650,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6541,2023,SE,FT,Data Engineer,113900,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6543,2023,SE,FT,Data Scientist,126000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6544,2023,SE,FT,Data Management Specialist,139500,US,0,US,M,Data Management Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6545,2023,SE,FT,Data Management Specialist,110000,US,0,US,M,Data Management Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6552,2023,SE,FT,Data Scientist,248100,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6553,2023,SE,FT,Data Scientist,145900,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6554,2023,SE,FT,Business Intelligence Engineer,220000,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6555,2023,SE,FT,Business Intelligence Engineer,175000,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6569,2023,SE,FT,Data Engineer,108000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6570,2023,EX,FT,Head of Data,115000,BR,100,BR,M,Head Data,False,14600,14600,-14.235004,-51.92528,-14.235004,-51.92528
6571,2023,EX,FT,Head of Data,110000,BR,100,BR,M,Head Data,False,14600,14600,-14.235004,-51.92528,-14.235004,-51.92528
6574,2023,SE,FT,Decision Scientist,182500,US,100,US,M,Decision Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6575,2023,SE,FT,Decision Scientist,135000,US,100,US,M,Decision Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6578,2023,MI,CT,Business Data Analyst,35000,PH,100,US,M,Business Data Analytics,True,8100,63700,12.879721,121.774017,37.09024,-95.712891
6580,2023,EX,FT,Data Engineer,94000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6583,2023,MI,FT,AI Engineer,300000,QA,100,QA,M,AI Engineer,False,92900,92900,25.354826,51.183884,25.354826,51.183884
6584,2023,SE,FT,Data Strategist,91000,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6585,2023,SE,FT,Data Strategist,86000,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6590,2023,SE,FT,Business Data Analyst,180000,US,100,US,L,Business Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6593,2023,SE,FT,Analytics Engineer,97750,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6594,2023,SE,FT,Analytics Engineer,75000,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6595,2023,EN,FT,Research Scientist,252990,US,100,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6596,2023,EN,FT,Research Scientist,162170,US,100,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6597,2023,SE,FT,Applied Scientist,216000,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6598,2023,SE,FT,Applied Scientist,184000,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6604,2023,EN,FT,Data Analyst,67500,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6605,2023,MI,FT,Data Engineer,86128,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6606,2023,MI,FT,Data Engineer,61520,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6612,2023,MI,FT,Data Scientist,140000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6613,2023,SE,FT,Data Scientist,265000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6614,2023,SE,FT,Data Scientist,153000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6615,2023,SE,FT,Data Analyst,143000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6616,2023,SE,FT,Data Analyst,126277,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6619,2023,SE,FT,Data Engineer,224500,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6620,2023,SE,FT,Data Engineer,126900,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6625,2023,SE,FT,Applied Scientist,227700,US,100,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6626,2023,SE,FT,Applied Scientist,154836,US,100,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6628,2023,SE,FT,Data Analyst,126000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6629,2023,SE,FT,Machine Learning Engineer,165000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6631,2023,SE,FT,Analytics Engineer,209000,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6632,2023,SE,FT,Analytics Engineer,112500,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6634,2023,MI,FT,Data Architect,110000,US,100,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6637,2023,SE,FT,Data Scientist,370000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6639,2023,SE,FT,Data Analyst,136000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6640,2023,SE,FT,Data Analyst,104000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6641,2023,SE,FT,Applied Scientist,214000,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6642,2023,SE,FT,Applied Scientist,154000,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6643,2023,SE,FT,Data Scientist,205000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6644,2023,SE,FT,Data Scientist,157500,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6646,2023,SE,FT,Data Engineer,178000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6648,2023,SE,FT,Data Engineer,109283,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6649,2023,SE,FT,Research Scientist,189000,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6650,2023,SE,FT,Research Scientist,137000,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6651,2023,MI,FT,Data Analyst,120000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6661,2023,SE,FT,Data Scientist,170500,CA,100,CA,M,Data Science,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6662,2023,SE,FT,Data Scientist,118575,CA,100,CA,M,Data Science,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
6665,2022,MI,CT,Applied Machine Learning Scientist,97712,IT,100,NL,L,Applied ML Science,True,41900,56600,41.87194,12.56738,52.132633,5.291266
6666,2023,EN,FT,AI Research Engineer,24940,PT,100,PT,M,AI Research Engineer,False,33700,33700,39.399872,-8.224454,39.399872,-8.224454
6669,2023,SE,FT,Data Analyst,154500,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6670,2023,SE,FT,Data Analyst,131325,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6675,2023,SE,FT,Business Intelligence Engineer,140000,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6676,2023,SE,FT,Business Intelligence Engineer,100000,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6681,2023,SE,FT,Data Scientist,207500,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6682,2023,SE,FT,Data Scientist,172900,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6685,2023,SE,FT,Data Scientist,254000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6691,2023,SE,FT,Data Modeler,147100,US,0,US,M,Data Modeller,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6692,2023,SE,FT,Data Modeler,90700,US,0,US,M,Data Modeller,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6693,2023,MI,FT,Data Analyst,90000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6695,2023,SE,FT,Data Engineer,168400,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6696,2023,SE,FT,Data Engineer,105200,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6697,2023,SE,FT,Research Engineer,237000,US,0,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6698,2023,SE,FT,Research Engineer,170112,US,0,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6699,2023,MI,FT,Data Scientist,25912,IT,100,IT,S,Data Science,False,41900,41900,41.87194,12.56738,41.87194,12.56738
6700,2023,SE,FT,Data Scientist,134960,NL,50,NL,M,Data Science,False,56600,56600,52.132633,5.291266,52.132633,5.291266
6701,2023,SE,FT,Business Intelligence Engineer,155000,US,100,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6702,2023,SE,FT,Business Intelligence Engineer,130000,US,100,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6703,2023,SE,FT,BI Developer,105000,US,0,US,M,BI Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6704,2023,SE,FT,BI Developer,70000,US,0,US,M,BI Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6709,2023,SE,FT,ML Engineer,260000,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6710,2023,SE,FT,ML Engineer,234000,US,100,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6713,2023,SE,FT,AI Architect,330000,US,0,US,M,AI Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6714,2023,SE,FT,AI Architect,204000,US,0,US,M,AI Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6718,2023,SE,FT,Data Scientist,167310,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6725,2023,SE,FT,Data Engineer,121000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6727,2023,SE,FT,Data Strategist,175000,US,100,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6728,2023,SE,FT,Data Strategist,125000,US,100,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6729,2023,SE,FT,Machine Learning Scientist,325000,US,100,US,M,ML Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6730,2023,SE,FT,Machine Learning Scientist,171000,US,100,US,M,ML Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6731,2023,SE,FT,Data Science Consultant,180000,US,0,US,M,Data Science Consultant,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6732,2023,SE,FT,Data Science Consultant,137000,US,0,US,M,Data Science Consultant,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6735,2023,MI,FT,Machine Learning Engineer,155810,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6736,2023,MI,FT,Machine Learning Engineer,106720,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6737,2023,EN,FT,Data Scientist,160800,GB,0,GB,M,Data Science,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
6738,2023,EN,FT,Data Scientist,132200,GB,0,GB,M,Data Science,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
6739,2023,SE,FT,Data Analyst,133000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6740,2023,SE,FT,Data Analyst,113000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6743,2023,SE,FT,Data Scientist,208400,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6745,2023,SE,FT,Data Engineer,157550,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6746,2023,SE,FT,Data Engineer,104650,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6747,2023,SE,FT,Data Engineer,240500,US,0,US,L,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6748,2023,SE,FT,Data Engineer,123700,US,0,US,L,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6751,2023,SE,FT,Business Data Analyst,78000,US,100,US,L,Business Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6752,2023,MI,FT,Data Engineer,121000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6753,2023,MI,FT,Data Engineer,78000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6754,2023,EN,FT,Data Scientist,85600,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6755,2023,EN,FT,Data Scientist,48915,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6757,2023,MI,FT,Data Analyst,68000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6758,2023,SE,FT,Research Analyst,53444,ES,100,ES,M,Research Analytics,False,37900,37900,40.463667,-3.74922,40.463667,-3.74922
6759,2023,SE,FT,Research Analyst,45150,ES,100,ES,M,Research Analytics,False,37900,37900,40.463667,-3.74922,40.463667,-3.74922
6760,2023,SE,FT,Data Scientist,275500,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6761,2023,SE,FT,Data Scientist,206000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6764,2023,SE,FT,Research Analyst,56359,IT,100,IT,M,Research Analytics,False,41900,41900,41.87194,12.56738,41.87194,12.56738
6765,2023,SE,FT,Research Analyst,47799,IT,100,IT,M,Research Analytics,False,41900,41900,41.87194,12.56738,41.87194,12.56738
6767,2023,SE,FT,Data Engineer,102000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6772,2023,SE,FT,Data Scientist,228000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
6774,2023,SE,FT,Data Analyst,180000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
